epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,40.9047,5.59769,3.86743,4.06813,0,0,0,0,5.9942,3.33006,3.75517,0.0706,0.00326667,0.00326667
